Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
BARBUDO(ROTA 66);Comida Brasileira;(17)3237-6613;*;;*;*;*;*;4,70;;30.611.383/0001-03;AV. MIRASSOLÂNDIA, 1426;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15047-000;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
BIG LANCHES;Lanchonetes/Hamburguerias;(17)99112-4757;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/big-lanches-jardim-nazareth;*;*;4,30;4,10;24.262.995/0001-27;R. CRISTÓVÃO COLOMBO, 1917;JARDIM NAZARETH;Central;15054-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VARANDA VERDE;Saudáveis/Veganas/Veget;(17)99607-3120;varandaverdecafe;9300,00;*;*;*;*;4,60;;27.067.766/0001-40;AV. DA LUZ, 800;JARDIM ALTO RIO PRETO;Central;15020-360;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SPEED GULA HAMBURGUERIA;Lanchonetes/Hamburguerias;(17)99645-0282;*;;*;*;*;*;4,90;;34.749.230/0001-70;R. IPIRANGA, 3001;SANTOS DUMONT;Central;15020-040;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
REPLAY BURGER;Lanchonetes/Hamburguerias;(17)99139-4264;replayburger_rp;4000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/replay-burger-jardim-alto-rio-preto;Goomer;https://replay-burger-rp.goomer.app/;5,00;4,80;42.448.066/0001-99;R. LÁZARO CAMARGO ENKE, 2291;SANTOS DUMONT;Central;15020-080;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
BLACK RIVER;Lanchonetes/Hamburguerias;(17)99132-8587;black.riverdelivery;9400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/black-river-delivery-jardim-alto-alegre;*;*;4,60;4,50;46.901.291/0001-90;AV. NOSSA SRA. DA PAZ, 1828;JARDIM ALTO ALEGRE;Central;15055-500;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
DO PONTO LANCHES E PASTÉIS;Lanchonetes/Hamburguerias;(17)99204-1182;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/do-ponto-lanches-e-pasteis-loteamento-parque-residencial-da-amizade;*;*;4,80;;23.472.142/0001-57;RUA PROFESSORA LENIRA GALVAO FACIO, 385;PARQUE RESIDENCIAL DA AMIZADE;Talhado;15054-664;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
SCHMITT BURGUER;Lanchonetes/Hamburguerias;(17)99198-4144;shmitt_burguer;1900,00;*;*;Grandchef;https://l.instagram.com/?u=https%3A%2F%2Fschmittburguer1.grandchef.com.br%2F&e=AT3HjEGriQFYwvshyboNWMnp7L1BFeGz_sZip0OmM35Ckll0DnTuvnBP-AX0QHUTOgy1A4lP-1glgYblm4BVC6GpRSIRiSiwdcjyrQ;4,70;;33.230.936/0001-68;R. FLEURY GOUVEIA, 580;PARQUE DAS AMORAS II;Engenheiro Schmit;15062-599;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
VILLA DOS SALGADOS;Lanchonetes/Hamburguerias;(17)3301-0008;villadossalgados;3500,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados-unidade-galeazzi-jardim-seyon;*;*;4,50;4,80;29.517.594/0001-94;AVENIDA MIRASSOLANDIA, 1682;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15043-290;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MAURA LANCHES;Lanchonetes/Hamburguerias;(17)3033-4263;Ativo (Fcebook);205,00;*;*;*;*;4,60;;22.551.107/0001-60;RUA JOSE BONIFACIO, 837;JARDIM ANALICE;Central;15070-400;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
ESPETINHO E CIA;Comida Brasileira;(17)9110-7049;*;;*;*;*;*;5,00;;34.101.580/0001-25;AVENIDA PHILADELPHO MANOEL GOUVEIA NETTO, 1495;VILA ANCHIETA;Central;15050-006;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
JUBERNAL SALGADOS;Lanchonetes/Hamburguerias;(17) 3221-7400;*;;Ativo;*;*;*;;;08.057.908/0001-43;R. CRISTÓVÃO COLOMBO, 535;VILA MACENO;Central;15055-343;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
ESPETARIA DO RATINHO;Comida Brasileira;(17)99108-2563;espetariadoratinho;983,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/espetaria-do-ratinho---jardim-arroyo;Menu Dino;https://espetariadoratinho.menudino.com/?rwg_token=ADQ7psQgcAdh91hnHHdjYHEWwTHKQ5T12aKJnFdz-ajqKlC88gdR3ju4xn0mUKIWllPvOmi1cOLUOw9VFcal4LNjqRVGkFo5SRTwwCxqe6cVfT74Jp-8Jpg%3D;4,70;5,00;20.348.747/0001-42;RUA CARMEM MARTINS ARROYO DE OLIVEIRA, 820;JARDIM ARROYO;CEU;15047-264;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
JUNINHO BURGUER;Lanchonetes/Hamburguerias;(17)8815-3171;*;;*;*;*;*;;;30.161.576/0001-00;AVENIDA IZABEL MARTINS ARROYO, 780;JARDIM ARROYO;CEU;15047-250;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
MARANHAO ESPETOS E LANCHES;Outros;(17)9224-1651;*;;*;*;*;*;;;20.123.609/0001-65;RUA CONCEICAO DA SILVA ALVES, 1916;RESIDENCIAL ARY ATTAB II;Cidade da Criança;15042-028;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
FANNY RESTAURANTE E PETISCARIA;Comida Brasileira;(17)99719-8972;*;;*;*;*;*;;;46.743.104/0001-97;AVENIDA FORTUNATO ERNESTO VETORAZZO, 1392;JARDIM RESIDENCIAL ATLANTICA;Cidade da Criança;15041-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ESKINA PAULISTA;Comida Brasileira;(17)99214-2555;*;;*;*;*;*;;;22.671.800/0001-77;RUA CAPITAO JOAO GOMIDE, 191;VILA AURORA;Central;15014-320;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
BISCOITU´S AÇAÍ;Lanchonetes/Hamburguerias;(17)99222-4105;*;;*;*;*;*;;;13.498.742/0001-30;AVENIDA ALBERTO ANDALO, 3529;CENTRO;Central;15015-000;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
DOGUERIA SNOOPY;Lanchonetes/Hamburguerias;(17)99167-7824;dogueriasnoopy;9400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/snoopy-dogs-dogueria---cachorro-quente-vila-diniz;Anota Aí;https://site.anota.ai/SnoopyDogsDogueria;4,70;4,80;41.439.708/0001-20;R. SALDANHA MARINHO, 3611;VILA BOM JESUS;Central;15015-660;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
AMÉRICA LANCHES;Lanchonetes/Hamburguerias;(17)99165-5021;americalanchesrp;602,00;*;*;*;*;4,70;;65.989.444/0001-47;AVENIDA DOUTOR ANTONIO TAVARES PEREIRA LIMA, 505;JARDIM BELA VISTA;Central;15061-220;*;03/02/5611;;;;;;;;;;;;;;
JOCA LANCHES;Lanchonetes/Hamburguerias;(17)99648-1655;jocalanches;158,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/joca-lanches--pasteis-e-marmitex-cecap;*;*;4,40;4,50;46.871.614/0001-40;AVENIDA FORTUNATO ERNESTO VET, 1360;CECAP;Cidade das Crianças;15041-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CHEF´S SALGADOS;Lanchonetes/Hamburguerias;(17)99625-3225;*;;*;*;*;*;;;34.019.516/0001-08;RUA MARIA QUITERIA DE JESUS M, 214;CECAP;Cidade das Crianças;15041-048;*;03/02/5611;;;;;;;;;;;;;;
COMO COMER;Comida Brasileira;(17)3013-3121;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/como-comer-jardim-residencial-vetorasso;*;*;4,20;5,00;11.311.671/0001-90;AV. FORTUNATO ERNESTO VETORASSO, 1671;CECAP;Cidade das Crianças;15041-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE FINO SABOR;Comida Brasileira;(17)99267-8687;*;;*;*;*;*;4,50;;33.841.641/0001-28;R. PEDRO MARTINS, 90;MINI DISTRITO ADAIL VETORAZZO;Pinheirinho;15046-773;*;01/02/5611;;;;;;;;;;;;;;
PIZZARIA TEL'AVIV;Pizzarias/Massas;(17)99203-1923;pizzariatelaviv;58,00;*;*;Goomer;https://pizzaria-tel-aviv.goomer.app/about;4,30;;05.163.617/0001-41;RUA JOSE MARQUES CALDEIRA, 290;JARDIM ANTUNES;Pinheirinho;15047-091;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
BEM BOM;Comida Brasileira;(17)98846-1612;bembomrestauranteepizzaria;374,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bem-bom-restaurante-parque-das-aroeiras;*;*;;;43.608.913/0001-06;R.ANGELINA COLINOPAES ALMEIDA, 60;PARQUE DAS AROEIRAS I;Cidade da Criança;15042-090;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FILADÉLFIA PIZZARIA;Pizzarias/Massas;(17)99707-4512;filadelfia_pizzaria_;;*;*;*;*;4,50;;28.924.466/0001-00;ARGÉRIO ORLANDI, N. 190;RESIDENCIAL AROEIRAS II;Cidade da Criança;15042-146;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DOMUNIS PIZZA;Pizzarias/Massas;(17) 98187-6240;dominospizzabrasil;359000,00;*;*;*;*;5,00;;*;AV. CAPITAO ARGENELI MUNIS, 250;JARDIM ARROYO;CEU;15047-260;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PORCO NO PRATO;Comida Brasileira;(17)99787-0774;porconopratoplaza;6800,00;*;*;*;*;4,40;;35.819.032/0001-06;R. SOUZA BARROS, 41;VILA AURORA;Central;15014-380;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROTATORIA ESPETARIA;Comida Brasileira;(17)99834-3775;rotatoriaespetaria.rp;4000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rotatoria-bar-e-espetaria-vila-santo-antonio;Menu Dino;https://rotatoriaespetaria.menudino.com/;4,70;;47.225.512/0001-10;R. ARISTÍDES SERPA, 5;VILA SANTO ANTONIO;Central;15014-340;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE PANELA DE BARRO;Comida Brasileira;(17)99167-1624;Ativo (Facebook);;*;*;*;*;;;22.169.727/0001-30;AVENIDA ADOLFO LUTZ, 960;VILA SANTA CRUZ;Central;15014-140;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
NAN;Comida Étnica (Japão);(17)3353-2575;*;;*;*;*;*;;;42.966.961/0001-03;RUA SALDANHA MARINHO, 3822;VILA SANTO ANTONIO;Central;15014-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FILADELFO BICALETI;Outros;(17)3236-0740;*;;*;*;*;*;;;31.315.572/0001-93;R DOUTOR CERVANTES ARANTES 895;JARDIM VALE DO SOL;Pinheirinho;15045-160;INDIVIDUAL;4723-7/00;;;;;;;;;;;;;;
A PREDILETA SORVETES;Sorveteria/ Açaí/ Doceria;(17)3217-2270;aprediletaofc;210,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/a-predileta-1995-sorvetes-e-acai-jardim-santa-lucia;*;*;4,60;4,80;08.832.698/0001-13;AVENIDA FORTUNATO ERNESTO VETORASSO, 375;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15041-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BATALHA LANCHES;Lanchonetes/Hamburguerias;(17)3021-3474;Ativo (Facebook);1400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/batalha-lanches-jardim-residencial-vetorasso;*;*;4,40;5,00;17.759.285/0001-41;RUA CONSTANTINO CABRAL, 622;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-310;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
UNI AÇAI;Sorveteria/ Açaí/ Doceria;(17) 3363-4119;uniacai.rpvetorazzo;1000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/uni-acai---represa-jardim-fuscaldo;*;*;4,40;4,80;22.480.422/0001-44;AVENIDA FORTUNATO ERNESTO VETORASSO, 589;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-310;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PIZZARIA VIVA NOITE;Pizzarias/Massas;(17)3217-4598;Ativo (Facebook);2600,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-viva-noite-jardim-residencial-vetorasso;*;*;4,40;5,00;10.993.979/0001-08;AVENIDA FORTUNATO ERNESTO VETORASSO, 960;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TIA SÔ VETORAZZO;Lanchonetes/Hamburguerias;(17)3304-0772;tiasovetorazzo_oficial;1300,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/tia-so-vetorazzo-jardim-residencial-vetorasso;*;*;4,70;4,70;38.062.064/0001-90;AVENIDA FORTUNATO ERNESTO VETORASSO, 430;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LA CHAPPA HOT DOG'S;Lanchonetes/Hamburguerias;17 99285 2442; @lachappahotdog;7500,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/la-chappa-hot-dogs-higienopolis;*;*;4,60;5,00;29.842.649/0001-31;AVENIDA ROMEU STRAZZI, 2152;JARDIM WALKIRIA;HB;15085-520;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHETERIA LA CASA;Lanchonetes/Hamburguerias;17 99775 8800; @lancheterialacasaa;12600,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/lancheteria-la-casa-gourmet-vila-maceno;*;*;4,70;4,60;34.813.459/0001-26;AVENIDA DOUTOR FERNANDO COSTA, 1297;VILA IDEAL;Central;15061-000;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
ESPETINHO MACHADO;Comida Brasileira;17 3221 5321; @espetinhomachado;941,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/espetinho-machado-vila-maceno;*;*;4,80;5,00;28.744.504/0001-35;AVENIDA DOUTOR FERNANDO COSTA, 1219;VILA IDEAL;Central;15061-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BURGER KING;Lanchonetes/Hamburguerias;*; @burgerkingbr;2000,00;*;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/burger-king---bady-bassitt-vila-imperial;Rappi;https://rappi.com.br/restaurantes/900119335?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,20;4,90;60.885.930/0001-76;RUA PROFESSOR JAMIL KAUAN;VILA IMPERIAL;Central;15015-620;MICRO EMPRESA;0000-0/00;;;;;;;;;;;;;;
SABÁ ESFIHARIA;Comida Étnica (Arábia);17 3012 7743; @sabaesfiharia;3800,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-saba-esfiharia-vila-imperial;Goomer;https://saba-esfiharia.goomer.app/;4,70;4,80;20.714.255/0001-23;RUA BENJAMIM CONSTANT, 4122;VILA IMPERIAL;Central;15015-600;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CANTINA ESCOLAR;Lanchonetes/Hamburguerias;17 9769 9597;*;;*;*;*;*;;;22.211.942/0001-51;RUA BENJAMIM CONSTANT, 3463;VILA IMPERIAL;Central;15015-600;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
*;Outros;17 3308 0902;*;;*;*;*;*;;;23.613.157/0001-98;AVENIDA BADY BASSITT, 4717;VILA IMPERIAL;Central;15015-700;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
DOCURAS DE CAROL;Outros;17 3353 1038;Doçuras de Carol - Facebook;311,00;*;*;*;*;4,60;;36.226.317/0001-98;RUA SALDANHA MARINHO, 1248;VILA IMPERIAL;Central;15025-090;INDIVIDUAL;04/02/5611;;;;;;;;;;;;;;
*;Outros;17 8101 0664;*;;*;*;*;*;;;34.765.690/0001-91;RUA CORONEL SPINOLA DE CASTRO, 4350;VILA IMPERIAL;Central;15015-500;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
ALVE'S BURGUER;Lanchonetes/Hamburguerias;17 99259 8462; @alvesburguerhamburgueria;424,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/alves-burguer-hamburgueria-jardim-walkiria;Cardápio Digital;https://www.cardapiodigital.io/424a0f4c-f9d8-41ac-990b-efcb25c0494e/catalog;4,60;4,70;*;RUA ABRÃO THOMÉ, 980;HIGIENÓPOLIS;HB;15085-400;*;0000-0/00;;;;;;;;;;;;;;
SINIBALDI BAR, RESTAURANTE E ROTISSERIA;Comida Brasileira;17 99102 4008;Sinibaldi e Cia (Facebook);3600,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sinibaldi-e-cia-bar-e-restaurante-higienopolis?utm_medium=ReserveGoogle;*;*;4,50;4,20;21.544.236/0001-69;R. Abrão Thomé, 260 ;HIGIENÓPOLIS;HB;15085-430;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
EMBAIXADA DA PIZZA ;Pizzarias/Massas;17 3216 7371; @embaixadadapizzarp;2600,00;Inativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/embaixada-da-pizza-higienopolis?utm_medium=ReserveGoogle;*;*;4,30;;39.954.249/0001-71;RUA PAULO VIDALI, 250;HIGIENÓPOLIS;HB;15085-470;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BRASEIRO DO MASSA;Comida Brasileira;17 3235 3522; @braseirodomassa;876,00;*;*;*;*;4,60;;13.150.140/0001-98;RUA ABRÃO THOMÉ, 100;HIGIENÓPOLIS;HB;15085-390;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
AÇAÍ DA ILHA;Comida Brasileira; 17 99199 5714;*;;Inativo;*;*;*;3,00;;34.891.728/0001-72;RUA JOÃO DE BIASI, 112;HIGIENÓPOLIS;HB;15085-490;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE SABOR DA CASA;Comida Brasileira;17 3033 1899;*;;*;*;*;*;;;21.602.078/0001-56;AVENIDA MAJOR LEO LERRO, 1515;VILA HIPÓDROMO;Vila Toninho;15075-230;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
SR MALTE;Lanchonetes/Hamburguerias;17 3219 0612; @srmalte;4400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sr-malte-hamburgueria-vila-imperial;Menu Dino;https://srmalte.menudino.com/?rwg_token=ADQ7psT-vi_t6rKYpBj5jE8Xm04QJrV1k_bwR5SSMDFKEb0uIvggKCfTXOA8giUJ3F4MsYypu90dw7y2TZvAbOZ3VIdWYWQ9osCFtd9ZRnk29wJti870iIM%3D;4,90;;28.841.376/0001-48;RUA CILA, 3337;VILA IMPERIAL;Central;15015-800;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
J CONTE CHOPERIA;Comida Brasileira;17 99119 6100; @jcontechoperia;9500,00;*;*;*;*;4,20;;65.024.622/0001-03;AVENIDA BADY BASSITT, 4555;VILA IMPERIAL;Central;15042-102;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ESTÂNCIA GAUCHA;Comida Brasileira;17 3234 3516;*;;*;*;*;*;;;27.415.466/0001-04;AVENIDA BADY BASSITT, 4905;VILA IMPERIAL;Central;15015-700;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA PEDAÇO;Pizzarias/Massas;17 3304 3400; @pizzariapedaco;4400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pedaco-pizzaria-e-cantina-vila-imperial;Plataforma Própria;https://www.pedaco.com.br/delivery/13280/menu?franchise=true#img-thumb-1974301;4,50;4,70;04.552.903/0001-36;RUA BENJAMIN CONSTANT, 3806;VILA IMPERIAL;Central;15015-600;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
NENZINHA LANCHES E REFEICOES;Lanchonetes/Hamburguerias;17 9613 8575;*;;*;*;*;*;;;37.095.349/0001-64;RUA TIRADENTES, 1266;PARQUE INDUSTRIAL;CENTRAL;15025-050;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
PIZZARIA BOA VISTA;Pizzarias/Massas;17 3211 1720; @pizzariaboavistarp;8200,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-boa-vista-parque-industrial;*;*;;;36.038.865/0001-94;RUA RUBIÃO JUNIOR, 2525;PARQUE INDUSTRIAL;CENTRAL;15025-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BAR LANCHONETE MERCEARIA M & A;Outros;17 8800 5280;*;;*;*;*;*;;;39.894.973/0001-57;RUA SILVA JARDIM, 1000;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
BAR PAVÃO;Outros;*;*;;*;*;*;*;;;60.002.540/0001-36;RUA OSVALDO ARANHA, 1208;PARQUE INDUSTRIAL;CENTRAL;15025-620;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;02.782.569/0001-81;RUA MOISES MIGUEL HADDAD, 423;PARQUE INDUSTRIAL;CENTRAL;15030-130;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE REI DO CUPIM RIO PRETO LTDA;Comida Brasileira;17 3235 6511;*;;*;*;*;*;;;05.275.971/0001-68;RUA PROFESSORA ZULMIRA SALLES, 1190;PARQUE INDUSTRIAL;CENTRAL;15030-150;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
QUERO +1 PASTEL;Comida Brasileira;17 3013 4139;*;;*;*;*;*;;;14.492.159/0001-85;AVENIDA DOUTOR CENOBELINO DE BARROS SERRA, 3032;PARQUE INDUSTRIAL;CENTRAL;15030-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SUSHIFUN;Comida Étnica (Japão);17 9623 4806; @sushifunboavista;3600,00;*;*;*;*;4,20;;37.603.631/0001-05;RUA SILVA JARDIM, 2169;PARQUE INDUSTRIAL;CENTRAL;15025-065;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;17 9130 6113;*;;*;*;*;*;;;33.484.127/0001-82;RUA SÃO SEBASTIÃO, 1080;PARQUE INDUSTRIAL;CENTRAL;15030-520;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
MARMITARIA FERNANDES;Comida Brasileira;17 9681 0872;*;;*;*;*;*;;;34.756.036/0001-11;RUA DOM PEDRO I, 2261;PARQUE INDUSTRIAL;CENTRAL;15030-500;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
GORDÃO LANCHES DELIVERY;Lanchonetes/Hamburguerias;17 98800 4642;gordaodeliveryrp;325,00;*;*;Plataforma Própria;https://gordao-lanches-2.ola.click/products;2,20;;37.458.401/0001-08;RUA DELEGADO PINTO DE TOLEDO, 1442;PARQUE INDUSTRIAL;CENTRAL;15025-075;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
SENHOR BIG DOG 2;Lanchonetes/Hamburguerias;17 9159 0935;*;;*;*;*;*;;;32.228.834/0001-45;RUA MARECHAL DEODORO DA FONSECA, 2878;PARQUE INDUSTRIAL;CENTRAL;15025-070;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
WALBEER BARS;Lanchonetes/Hamburguerias;17 98209 3207;Walbeer - Facebook;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/walbeer--bars-e-restaurante-parque-industrial;*;*;1,00;;44.441.134/0001-13;RUA SILVA JARDIM, 1865;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
JUBERNAL SALGADOS;Lanchonetes/Hamburguerias;*; @jubernalsalgadosoficial;458,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/jubernal-salgados-pedro-amaral-parque-industrial?utm_medium=ReserveGoogle;*;*;4,50;;31.506.141/0001-04;RUA PEDRO AMARAL, 1518;PARQUE INDUSTRIAL;CENTRAL;15025-043;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE VITORIA;Lanchonetes/Hamburguerias;17 9108 2170;*;;*;*;*;*;;;36.432.084/0001-80;RUA SIQUEIRA CAMPOS, 1011;PARQUE INDUSTRIAL;CENTRAL;15025-055;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
RECANTO DOS SALGADOS;Lanchonetes/Hamburguerias;17 9207 2775;*;;*;*;*;*;;;27.808.442/0001-15;RUA SILVA JARDIM, 2244;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;;;;;;;;;;;;;;
SMV LANCHONETE LTDA;Lanchonetes/Hamburguerias;17 3233 8892;*;;*;*;*;*;;;42.417.929/0001-60;RUA SIQUEIRA CAMPOS, 1988;PARQUE INDUSTRIAL;CENTRAL;15025-055;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CUPIM NA TELHA;Comida Brasileira;17 3212 4051; @cupimnatelhariopreto;1000,00;*;*;*;*;4,50;;07.652.625/0001-87;RUA RUBIÃO JÚNIOR, 1702;PARQUE INDUSTRIAL;CENTRAL;15025-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ESTACAO GUERREIRO;Comida Brasileira;17 99175 7161; @estacaoguerreiro;1700,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/estacao-guerreiro-parque-industrial?utm_medium=ReserveGoogle;*;*;4,90;;43.381.175/0001-07;RUA TIRADENTES, 2320;PARQUE INDUSTRIAL;CENTRAL;15025-050;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
BRASIL PORTO RESTAURANTE;Comida Brasileira;17 3219 1021;*;;*;*;*;*;4,30;;26.209.507/0001-43;RUA JOAO MESQUITA, 989;PARQUE INDUSTRIAL;CENTRAL;15025-035;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
RANCHO DA COMITIVA DO CHURRASCO;Comida Brasileira;17 3223 7976;*;;*;*;*;*;;;47.903.332/0001-40;RUA RUBIÃO JUNIOR, 2221;PARQUE INDUSTRIAL;CENTRAL;15025-080;*;01/02/5611;;;;;;;;;;;;;;
