Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;
Nome ;Franquias;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;Quantidade de Avaliações (Google);Quantidade de Avaliações (Ifood);CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;
ESKINA PAULISTA;;Comida Brasileira;(17)99214-2555;*;;*;*;*;*;4,5;;12;0;22.671.800/0001-77;RUA CAPITAO JOAO GOMIDE, 191;VILA AURORA;Central;15014-320;INDIVIDUAL;03/02/5611;
BISCOITU´S AÇAÍ;;Lanchonetes/Hamburguerias;(17)99222-4105;*;;*;*;*;*;3,6;;50;0;13.498.742/0001-30;AVENIDA ALBERTO ANDALO, 3529;CENTRO;Central;15015-000;INDIVIDUAL;03/02/5611;
DOGUERIA SNOOPY;;Lanchonetes/Hamburguerias;(17)99167-7824;dogueriasnoopy;9400;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/snoopy-dogs-dogueria---cachorro-quente-vila-diniz;Anota Aí;https://site.anota.ai/SnoopyDogsDogueria;4,7;4,8;80;203;41.439.708/0001-20;R. SALDANHA MARINHO, 3611;VILA BOM JESUS;Central;15015-660;INDIVIDUAL;03/02/5611;
AMÉRICA LANCHES;;Lanchonetes/Hamburguerias;(17)99165-5021;americalanchesrp;602;*;*;*;*;4,7;;20;0;65.989.444/0001-47;AVENIDA DOUTOR ANTONIO TAVARES PEREIRA LIMA, 505;JARDIM BELA VISTA;Central;15061-220;*;03/02/5611;
JOCA LANCHES;;Lanchonetes/Hamburguerias;(17)99648-1655;jocalanches;158;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/joca-lanches--pasteis-e-marmitex-cecap;*;*;4,4;4,5;70;35;46.871.614/0001-40;AVENIDA FORTUNATO ERNESTO VET, 1360;CECAP;Cidade das Crianças;15041-000;MICRO EMPRESA;03/02/5611;
CHEF´S SALGADOS;;Lanchonetes/Hamburguerias;(17)99625-3225;*;;*;*;*;*;;;0;0;34.019.516/0001-08;RUA MARIA QUITERIA DE JESUS M, 214;CECAP;Cidade das Crianças;15041-048;*;03/02/5611;
COMO COMER;;Comida Brasileira;(17)3013-3121;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/como-comer-jardim-residencial-vetorasso;*;*;4,2;5;99;20;11.311.671/0001-90;AV. FORTUNATO ERNESTO VETORASSO, 1671;CECAP;Cidade das Crianças;15041-000;MICRO EMPRESA;01/02/5611;
RESTAURANTE FINO SABOR;;Comida Brasileira;(17)99267-8687;*;;*;*;*;*;4,5;;110;0;33.841.641/0001-28;R. PEDRO MARTINS, 90;MINI DISTRITO ADAIL VETORAZZO;Pinheirinho;15046-773;*;01/02/5611;
PIZZARIA TEL'AVIV;;Pizzarias/Massas;(17)99203-1923;pizzariatelaviv;58;*;*;Goomer;https://pizzaria-tel-aviv.goomer.app/about;4,3;;45;0;05.163.617/0001-41;RUA JOSE MARQUES CALDEIRA, 290;JARDIM ANTUNES;Pinheirinho;15047-091;INDIVIDUAL;01/02/5611;
BEM BOM;;Comida Brasileira;(17)98846-1612;bembomrestauranteepizzaria;374;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bem-bom-restaurante-parque-das-aroeiras;*;*;5;;4;0;43.608.913/0001-06;R.ANGELINA COLINOPAES ALMEIDA, 60;PARQUE DAS AROEIRAS I;Cidade da Criança;15042-090;MICRO EMPRESA;01/02/5611;
FILADÉLFIA PIZZARIA;;Pizzarias/Massas;(17)99707-4512;filadelfia_pizzaria_;1506;*;*;Plataforma Própria;https://loja.neemo.com.br/filadlfiapizzariaaroeira?modal=welcomeModal;4,5;;342;0;28.924.466/0001-00;ARGÉRIO ORLANDI, N. 190;RESIDENCIAL AROEIRAS II;Cidade da Criança;15042-146;MICRO EMPRESA;01/02/5611;
DOMUNIS PIZZA;;Pizzarias/Massas;(17) 98187-6240;dominospizzabrasil;359000;*;*;*;*;5;;8;0;*;AV. CAPITAO ARGENELI MUNIS, 250;JARDIM ARROYO;CEU;15047-260;MICRO EMPRESA;01/02/5611;
PORCO NO PRATO;;Comida Brasileira;(17)99787-0774;*;;*;*;*;*;4,4;;74;0;35.819.032/0001-06;R. SOUZA BARROS, 41;VILA AURORA;Central;15014-380;MICRO EMPRESA;01/02/5611;
ROTATORIA ESPETARIA;;Comida Brasileira;(17)99834-3775;rotatoriaespetaria.rp;4000;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rotatoria-bar-e-espetaria-vila-santo-antonio;Menu Dino;https://rotatoriaespetaria.menudino.com/;4,7;;29;0;47.225.512/0001-10;R. ARISTÍDES SERPA, 5;VILA SANTO ANTONIO;Central;15014-340;MICRO EMPRESA;01/02/5611;
RESTAURANTE PANELA DE BARRO;;Comida Brasileira;(17)99167-1624;Ativo (Facebook);;*;*;*;*;4,6;;187;0;22.169.727/0001-30;AVENIDA ADOLFO LUTZ, 960;VILA SANTA CRUZ;Central;15014-140;MICRO EMPRESA;01/02/5611;
Makisu Sushi;;Comida Étnica (Japão);(17)3353-2575;*;;*;*;*;*;4,6;;229;0;42.966.961/0001-03;RUA SALDANHA MARINHO, 3822;VILA SANTO ANTONIO;Central;15014-300;MICRO EMPRESA;01/02/5611;
FILADELFO BICALETI;;Outros;(17)3236-0740;*;;*;*;*;*;;;0;0;31.315.572/0001-93;R DOUTOR CERVANTES ARANTES 895;JARDIM VALE DO SOL;Pinheirinho;15045-160;INDIVIDUAL;4723-7/00;
A PREDILETA SORVETES;;Sorveteria/ Açaí/ Doceria;(17)3217-2270;aprediletaofc;210;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/a-predileta-1995-sorvetes-e-acai-jardim-santa-lucia;*;*;4,6;4,8;88;5;08.832.698/0001-13;AVENIDA FORTUNATO ERNESTO VETORASSO, 375;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15041-000;MICRO EMPRESA;03/02/5611;
BATALHA LANCHES;;Lanchonetes/Hamburguerias;(17)3021-3474;Ativo (Facebook);1400;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/batalha-lanches-jardim-residencial-vetorasso;*;*;4,4;5;326;10;17.759.285/0001-41;RUA CONSTANTINO CABRAL, 622;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-310;MICRO EMPRESA;03/02/5611;
UNI AÇAI;;Sorveteria/ Açaí/ Doceria;(17) 3363-4119;uniacai.rpvetorazzo;1000;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/uni-acai---represa-jardim-fuscaldo;*;*;4,4;4,8;627;50;22.480.422/0001-44;AVENIDA FORTUNATO ERNESTO VETORASSO, 589;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-310;MICRO EMPRESA;03/02/5611;
PIZZARIA VIVA NOITE;;Pizzarias/Massas;(17)3217-4598;Ativo (Facebook);2600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-viva-noite-jardim-residencial-vetorasso;*;*;4,4;5;321;4;10.993.979/0001-08;AVENIDA FORTUNATO ERNESTO VETORASSO, 960;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;01/02/5611;
TIA SÔ VETORAZZO;;Lanchonetes/Hamburguerias;(17)3304-0772;tiasovetorazzo_oficial;1300;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/tia-so-vetorazzo-jardim-residencial-vetorasso;*;*;4,7;4,7;27;56;38.062.064/0001-90;AVENIDA FORTUNATO ERNESTO VETORASSO, 430;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;03/02/5611;
LA CHAPPA HOT DOG'S;;Lanchonetes/Hamburguerias;17 99285 2442; @lachappahotdog;7500;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/la-chappa-hot-dogs-higienopolis;*;*;4,6;5;257;1;29.842.649/0001-31;AVENIDA ROMEU STRAZZI, 2152;JARDIM WALKIRIA;HB;15085-520;MICRO EMPRESA;03/02/5611;
LANCHETERIA LA CASA;;Lanchonetes/Hamburguerias;17 99775 8800; @lancheterialacasaa;12600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/lancheteria-la-casa-gourmet-vila-maceno;*;*;4,7;4,6;192;8;34.813.459/0001-26;AVENIDA DOUTOR FERNANDO COSTA, 1297;VILA IDEAL;Central;15061-000;INDIVIDUAL;03/02/5611;
ESPETINHO MACHADO;;Comida Brasileira;17 3221 5321; @espetinhomachado;941;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/espetinho-machado-vila-maceno;*;*;4,8;5;148;7;28.744.504/0001-35;AVENIDA DOUTOR FERNANDO COSTA, 1219;VILA IDEAL;Central;15061-000;MICRO EMPRESA;03/02/5611;
BURGER KING;;Lanchonetes/Hamburguerias;*; @burgerkingbr;210000;*;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/burger-king---bady-bassitt-vila-imperial;Rappi;https://rappi.com.br/restaurantes/900119335?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,2;4,9;5363;312;60.885.930/0001-76;RUA PROFESSOR JAMIL KAUAN;VILA IMPERIAL;Central;15015-620;MICRO EMPRESA;0000-0/00;
SABÁ ESFIHARIA;;Comida Étnica (Arábia);17 3012 7743; @sabaesfiharia;3800;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-saba-esfiharia-vila-imperial;Goomer;https://saba-esfiharia.goomer.app/;4,7;4,8;438;12;20.714.255/0001-23;RUA BENJAMIM CONSTANT, 4122;VILA IMPERIAL;Central;15015-600;MICRO EMPRESA;03/02/5611;
DOCURAS DE CAROL;;Outros;17 3353 1038;Doçuras de Carol - Facebook;311;*;*;*;*;4,6;;70;0;36.226.317/0001-98;RUA SALDANHA MARINHO, 1248;VILA IMPERIAL;Central;15025-090;INDIVIDUAL;04/02/5611;
ALVE'S BURGUER;;Lanchonetes/Hamburguerias;17 99259 8462; @alvesburguerhamburgueria;424;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/alves-burguer-hamburgueria-jardim-walkiria;Cardápio Digital;https://www.cardapiodigital.io/424a0f4c-f9d8-41ac-990b-efcb25c0494e/catalog;;4,7;0;3;*;RUA ABRÃO THOMÉ, 980;HIGIENÓPOLIS;HB;15085-400;*;0000-0/00;
SINIBALDI BAR, RESTAURANTE E ROTISSERIA;;Comida Brasileira;17 99102 4008;Sinibaldi e Cia (Facebook);3600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sinibaldi-e-cia-bar-e-restaurante-higienopolis?utm_medium=ReserveGoogle;*;*;4,5;4,2;640;15;21.544.236/0001-69;R. Abrão Thomé, 260 ;HIGIENÓPOLIS;HB;15085-430;EMPRESA DE PEQUENO PORTE;01/02/5611;
EMBAIXADA DA PIZZA ;;Pizzarias/Massas;17 3216 7371; @embaixadadapizzarp;2600;*;*;*;*;4,3;;1096;0;39.954.249/0001-71;RUA PAULO VIDALI, 250;HIGIENÓPOLIS;HB;15085-470;MICRO EMPRESA;01/02/5611;
BRASEIRO DO MASSA;;Comida Brasileira;17 3235 3522; @braseirodomassa;876;*;*;*;*;4,6;;654;0;13.150.140/0001-98;RUA ABRÃO THOMÉ, 100;HIGIENÓPOLIS;HB;15085-390;MICRO EMPRESA;01/02/5611;
AÇAÍ DA ILHA;;Comida Brasileira; 17 99199 5714;*;;*;*;*;*;3;;2;0;34.891.728/0001-72;RUA JOÃO DE BIASI, 112;HIGIENÓPOLIS;HB;15085-490;INDIVIDUAL;01/02/5611;
RESTAURANTE SABOR DA CASA;;Comida Brasileira;17 3033 1899;*;;*;*;*;*;;;0;0;21.602.078/0001-56;AVENIDA MAJOR LEO LERRO, 1515;VILA HIPÓDROMO;Vila Toninho;15075-230;INDIVIDUAL;01/02/5611;
SR MALTE;;Lanchonetes/Hamburguerias;17 3219 0612; @srmalte;4400;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sr-malte-hamburgueria-vila-imperial;Menu Dino;https://srmalte.menudino.com/?rwg_token=ADQ7psT-vi_t6rKYpBj5jE8Xm04QJrV1k_bwR5SSMDFKEb0uIvggKCfTXOA8giUJ3F4MsYypu90dw7y2TZvAbOZ3VIdWYWQ9osCFtd9ZRnk29wJti870iIM%3D;4,9;5;198;2;28.841.376/0001-48;RUA CILA, 3337;VILA IMPERIAL;Central;15015-800;MICRO EMPRESA;01/02/5611;
J CONTE CHOPERIA;;Comida Brasileira;17 99119 6100; @jcontechoperia;9500;*;*;*;*;4,2;;1065;0;65.024.622/0001-03;AVENIDA BADY BASSITT, 4555;VILA IMPERIAL;Central;15042-102;MICRO EMPRESA;01/02/5611;
ESTÂNCIA GAUCHA;;Comida Brasileira;17 3234 3516;*;;*;*;*;*;4,2;;1209;0;27.415.466/0001-04;AVENIDA BADY BASSITT, 4905;VILA IMPERIAL;Central;15015-700;MICRO EMPRESA;01/02/5611;
PIZZARIA PEDAÇO;;Pizzarias/Massas;17 3304 3400; @pizzariapedaco;4400;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pedaco-pizzaria-e-cantina-vila-imperial;Plataforma Própria;https://www.pedaco.com.br/delivery/13280/menu?franchise=true#img-thumb-1974301;4,5;4,7;435;6;04.552.903/0001-36;RUA BENJAMIN CONSTANT, 3806;VILA IMPERIAL;Central;15015-600;MICRO EMPRESA;01/02/5611;
PIZZARIA BOA VISTA;;Pizzarias/Massas;17 3211 1720; @pizzariaboavistarp;8200;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-boa-vista-parque-industrial;*;*;;;0;0;36.038.865/0001-94;RUA RUBIÃO JUNIOR, 2525;PARQUE INDUSTRIAL;CENTRAL;15025-080;MICRO EMPRESA;01/02/5611;
BAR LANCHONETE MERCEARIA M & A;;Outros;17 8800 5280;*;;*;*;*;*;;;0;0;39.894.973/0001-57;RUA SILVA JARDIM, 1000;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;
BAR PAVÃO;;Outros;*;*;;*;*;*;*;4,4;;31;0;60.002.540/0001-36;RUA OSVALDO ARANHA, 1208;VILA ESPLANADA;CENTRAL;15025-620;INDIVIDUAL;03/02/5611;
LANCHONETE REI DO CUPIM RIO PRETO LTDA;;Comida Brasileira;17 3235 6511;*;;*;*;*;*;4,5;;142;0;05.275.971/0001-68;RUA PROFESSORA ZULMIRA SALLES, 1190;PARQUE INDUSTRIAL;CENTRAL;15030-150;MICRO EMPRESA;03/02/5611;
QUERO +1 PASTEL;;Comida Brasileira;17 3013 4139;*;;*;*;*;*;;;0;0;14.492.159/0001-85;AVENIDA DOUTOR CENOBELINO DE BARROS SERRA, 3032;PARQUE INDUSTRIAL;CENTRAL;15030-000;MICRO EMPRESA;03/02/5611;
SUSHIFUN;;Comida Étnica (Japão);17 9623 4806; @sushifunboavista;3600;*;*;*;*;4,2;;12;0;37.603.631/0001-05;RUA SILVA JARDIM, 2169;PARQUE INDUSTRIAL;CENTRAL;15025-065;MICRO EMPRESA;03/02/5611;
MARMITARIA FERNANDES;;Comida Brasileira;17 9681 0872;*;;*;*;*;*;;;0;0;34.756.036/0001-11;RUA DOM PEDRO I, 2261;PARQUE INDUSTRIAL;CENTRAL;15030-500;INDIVIDUAL;03/02/5611;
GORDÃO LANCHES DELIVERY;;Lanchonetes/Hamburguerias;17 98800 4642;gordaodeliveryrp;325;*;*;Plataforma Própria;https://gordao-lanches-2.ola.click/products;2,2;;0;0;37.458.401/0001-08;RUA DELEGADO PINTO DE TOLEDO, 1442;PARQUE INDUSTRIAL;CENTRAL;15025-075;INDIVIDUAL;03/02/5611;
SENHOR BIG DOG 2;;Lanchonetes/Hamburguerias;17 9159 0935;*;;*;*;*;*;;;0;0;32.228.834/0001-45;RUA MARECHAL DEODORO DA FONSECA, 2878;PARQUE INDUSTRIAL;CENTRAL;15025-070;INDIVIDUAL;03/02/5611;
WALBEER BARS;;Lanchonetes/Hamburguerias;17 98209 3207;Walbeer - Facebook;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/walbeer--bars-e-restaurante-parque-industrial;*;*;1;;0;0;44.441.134/0001-13;RUA SILVA JARDIM, 1865;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;
JUBERNAL SALGADOS;;Lanchonetes/Hamburguerias;*; @jubernalsalgadosoficial;458;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/jubernal-salgados-pedro-amaral-parque-industrial?utm_medium=ReserveGoogle;*;*;4,5;;287;0;31.506.141/0001-04;RUA PEDRO AMARAL, 1518;PARQUE INDUSTRIAL;CENTRAL;15025-043;MICRO EMPRESA;03/02/5611;
LANCHONETE VITORIA;;Lanchonetes/Hamburguerias;17 9108 2170;*;;*;*;*;*;;;0;0;36.432.084/0001-80;RUA SIQUEIRA CAMPOS, 1011;PARQUE INDUSTRIAL;CENTRAL;15025-055;INDIVIDUAL;03/02/5611;
RECANTO DOS SALGADOS;;Lanchonetes/Hamburguerias;17 9207 2775;*;;*;*;*;*;;;0;0;27.808.442/0001-15;RUA SILVA JARDIM, 2244;PARQUE INDUSTRIAL;CENTRAL;15025-065;INDIVIDUAL;03/02/5611;
SMV LANCHONETE LTDA;;Lanchonetes/Hamburguerias;17 3233 8892;*;;*;*;*;*;;;0;0;42.417.929/0001-60;RUA SIQUEIRA CAMPOS, 1988;PARQUE INDUSTRIAL;CENTRAL;15025-055;MICRO EMPRESA;03/02/5611;
CUPIM NA TELHA;;Comida Brasileira;17 3212 4051; @cupimnatelhariopreto;1000;*;*;*;*;4,5;;750;0;07.652.625/0001-87;RUA RUBIÃO JÚNIOR, 1702;PARQUE INDUSTRIAL;CENTRAL;15025-080;MICRO EMPRESA;01/02/5611;
ESTACAO GUERREIRO;;Comida Brasileira;17 99175 7161; @estacaoguerreiro;1700;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/estacao-guerreiro-parque-industrial?utm_medium=ReserveGoogle;*;*;4,9;;63;0;43.381.175/0001-07;RUA TIRADENTES, 2320;PARQUE INDUSTRIAL;CENTRAL;15025-050;INDIVIDUAL;01/02/5611;
BRASIL PORTO RESTAURANTE;;Comida Brasileira;17 3219 1021;*;;*;*;*;*;4,3;;35;0;26.209.507/0001-43;RUA JOAO MESQUITA, 989;PARQUE INDUSTRIAL;CENTRAL;15025-035;INDIVIDUAL;01/02/5611;
RANCHO DA COMITIVA DO CHURRASCO;;Comida Brasileira;17 3223 7976;*;;*;*;*;*;;;0;0;47.903.332/0001-40;RUA RUBIÃO JUNIOR, 2221;PARQUE INDUSTRIAL;CENTRAL;15025-080;*;01/02/5611;
MIRO'S REFEIÇÕES;;Comida Brasileira;17 3233 0225; @mirosrefeicoes;800;*;*;*;*;4,4;;350;0;46.090.353/0001-20;MARECHAL DEODORO, 1504;PARQUE INDUSTRIAL;CENTRAL;15010-070;MICRO EMPRESA;01/02/5611;
TEMPERO D'CASA;;Comida Brasileira;17 3212 5617;Tempero D'Casa - Facebook;208;*;*;*;*;4,6;;67;0;41.480.942/0001-00;AVENIDA DR CENOBELINO DE BARROS SERRA, 1347;PARQUE INDUSTRIAL;CENTRAL;15030-000;MICRO EMPRESA;01/02/5611;
BAR 7 COPAS ;;Comida Brasileira;17 3211 9116;bar7copas;7200;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/7-copas-comida-caseira-boa-vista;*;*;4,5;4,8;517;2;46.185.712/0001-23;RUA PEDRO AMARAL, 1141;PARQUE INDUSTRIAL;CENTRAL;15025-043;MICRO EMPRESA;01/02/5611;
Lá Dalice Pizzaria;;Pizzarias/Massas;17 3233 3255;Pizzaria Torre de Belém - Facebook;98;*;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/la-dalice-parque-industrial;*;*;4,3;4,8;144;47;73.032.856/0001-12;RUA PEDRO AMARAL, 1040;PARQUE INDUSTRIAL;CENTRAL;15010-040;MICRO EMPRESA;01/02/5611;
RESTAURANTE O PATRAO;;Outros;*;*;;*;*;*;*;;;0;0;47.490.045/0001-55;RUA INDEPENDENCIA, 1020;PARQUE INDUSTRIAL;CENTRAL;15025-095;INDIVIDUAL;01/02/5611;
RESTAURANTE IARA FERRE;;Outros;17 3353 9300;*;;*;*;*;*;5;;4;0;46.908.667/0001-98;RUA PEDRO AMARAL, 1316;PARQUE INDUSTRIAL;CENTRAL;15025-043;EMPRESA DE PEQUENO PORTE;01/02/5611;
BORA LA ESPETARIA;;Comida Brasileira;17 3231 7750;*;;*;*;*;*;5;;7;0;33.483.938/0001-69;RUA JORGE TIBIRIÇÁ, 1494;PARQUE INDUSTRIAL;CENTRAL;15025-060;*;01/02/5611;
ACYR PIZZARIA;;Pizzarias/Massas;11 4974 5895;*;;*;*;*;*;;;0;0;43.200.665/0001-51;RUA PEDRO AMARAL, 1899;PARQUE INDUSTRIAL;CENTRAL;15025-043;MICRO EMPRESA;01/02/5611;
CAPRICCIOSA PIZZARIA RP;;Pizzarias/Massas;17 99618 6930; @capricciosarp;1900;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/capricciosa-pizzaria-boa-vista-parque-industrial;Rappi;https://rappi.com.br/restaurantes/900650131?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,8;4,9;35;219;44.019.920/0001-27;RUA JORGE TIBIRIÇÁ, 2399;PARQUE INDUSTRIAL;CENTRAL;15025-060;MICRO EMPRESA;01/02/5611;
GUI SALGADOS;;Lanchonetes/Hamburguerias;(17)99196-8467;*;;*;*;*;*;5;;1;0;30.737.724/0001-83;SÃO JOÃO,N. 1792;BOA VISTA;Central;15025-025;INDIVIDUAL;03/02/5611;
BUTECO DO GAUCHO;;Comida Brasileira;(17)99195-3390;butecodugaucho;7600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/buteco-du-gaucho-centro;*;*;4,8;;352;0;40.821.345/0001-20;R.CEL.SPÍNOLA DE CASTRO, 4496;CENTRO;Central;15015-500;MICRO EMPRESA;03/02/5611;
JUBERNAL SALGADOS;;Lanchonetes/Hamburguerias;(17)98117-7563;*;;*;*;*;*;4,3;;49;0;28.938.610/0001-50;R. CAMPOS SALLES, 1492;BOA VISTA;Central;15025-600;MICRO EMPRESA;03/02/5611;
AMPOLAS BAR E ESPETARIA;;Comida Brasileira;(17)99621-1045;*;;*;*;*;*;4,7;;55;0;47.592.280/0001-38;RUA FRITZ JACOBS, 294;BOA VISTA;Central;15025-500;MICRO EMPRESA;03/02/5611;
REGGAE BURGUER & LARICAS;;Lanchonetes/Hamburguerias;(17)98838-6093;reggaeburguer.rp;1000;*;*;*;*;;;0;0;38.408.590/0001-69;RUA JORGE TIBIRICA, 2191;PARQUE INDUSTRIAL;CENTRAL;15025-060;MICRO EMPRESA;03/02/5611;
RECANTO TROPICAL;;Comida Brasileira;(17)3012-4233;*;;*;*;*;*;4,5;;2;0;22.418.769/0001-67;R. CÂNDIDO CARNEIRO, 337;VILA SANTA CRUZ;Central;15014-200;MICRO EMPRESA;03/02/5611;
DONCAFÉ E CIA;;Lanchonetes/Hamburguerias;(17)3234-3221;doncafecia;89;*;*;*;*;4,8;;11;0;35.481.148/0001-70;R. CÂNDIDO CARNEIRO, 682;VILA BOM JESUS;Central;15014-200;MICRO EMPRESA;03/02/5611;
RESTAURANTE TOMODACHI;;Comida Étnica (Japão);(17)3215-3619;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-tomodachi-jardim-bela-vista;*;*;4,8;5;365;5;15.614.868/0001-59;AV.ANTÔNIO TAVARES P.L,585;JARDIM BELA VISTA;Central;15061-220;MICRO EMPRESA;01/02/5611;
ITALIAMO CAPPICHE;;Pizzarias/Massas;(17)3213-6166;italiamocapicche.represa;7500;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/capicche-pizzaria-vila-ideal?utm_medium=ReserveGoogle;Menu Dino;https://italiamocapicchepizzariarepresa.menudino.com/?rwg_token=ADQ7psTjCULjiHpJUOQPfm1dNSAhtSuALfS0er3M4DYnIHuvQAzDgl6pYA1qu9UZasc3frmbTDek3A18bOqFEaS6ASjcaQBNF9n_3CFWvug7LCdlnc5qK7o%3D;4,9;;48;0;36.664.287/0001-00;R. ATLÂNTIDA, 390;VILA MACENENO;Central;15060-340;MICRO EMPRESA;01/02/5611;
CIDA LANCHES;;Lanchonetes/Hamburguerias;(17)99127-4584;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/cidas-mies-lanches-parque-industrial;*;*;4,4;1;535;1;18.241.270/0001-50;R. SILVA JARDIM, 2153;PARQUE INDUSTRIAL;CENTRAL;15025-065;MICRO EMPRESA;01/02/5611;
BAR BUTEKARIO;;Comida Brasileira;(17)3212-9159;butekariobar;6100;*;*;*;*;4,8;;137;0;34.935.116/0001-34;R. BOA VISTA, 660;BOA VISTA;Central;15025-010;MICRO EMPRESA;01/02/5611;
SKINA DA PICANHA;;Comida Brasileira;(17)3212-2426;*;;*;*;*;*;4,4;;1226;0;20.159.076/0001-71;R. SILVA JARDIM, 1712;BOA VISTA;Central;15025-600;MICRO EMPRESA;01/02/5611;
VOLPIANI'S RESTAURANTE;;Comida Brasileira;(17)99127-6445;volpianisrestaurante;1200;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/volpianis-restaurante-boa-vista;*;*;4,6;4,9;61;115;10.926.987/0001-23;AV. CONSTITUIÇÃO, 1460;BOA VISTA;Central;15025-120;MICRO EMPRESA;01/02/5611;
ISABEL LANCHES;;Lanchonetes/Hamburguerias;17 99162 4641; @isabellanchesrp;539;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/isabel-lanches-vila-anchieta;*;*;3,3;4,9;6;15;35.456.089/0001-80;RUA JOSINA TEIXERA DE CARVALHO, 756;VILA IPIRANGA;Central;15050-305;INDIVIDUAL;03/02/5611;
Self Service De Espetos;;Comida Brasileira;17 9774 5489;*;;*;*;*;*;4,1;;919;0;36.058.825/0001-04;AVENIDA FELICIANO SALES CUNHA, 800;Jardim Novo Aeroporto;Central;15035-000;INDIVIDUAL;03/02/5611;
CLUBE DA ESQUINA;;Comida Brasileira;17 3305 8810;*;;*;*;*;*;;;0;0;29.298.623/0001-74;AVENIDA FELICIANO SALES CUNHA, 800;VILA ITÁLIA;Central;15035-165;MICRO EMPRESA;04/02/5611;
LANCHONETE FABÃO;;Lanchonetes/Hamburguerias;17 3219 7314; @fabaobonfim;151;*;*;*;*;4,4;;268;0;22.129.916/0001-89;AVENIDA MIRASSOLÂNDIA, 680;JARDIM ITAPEMA;Pinheirinho;15043-290;MICRO EMPRESA;03/02/5611;
MAD LANCHES;;Lanchonetes/Hamburguerias;17 99188 4631; @madlanches;7900;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/mad-lanches-jardim-itapema;*;*;4,7;4,9;595;54;23.812.861/0001-70;RUA JOSE DAVID PADUA, 57;JARDIM ITAPEMA;Pinheirinho;15045-330;MICRO EMPRESA;03/02/5611;
HELLENAS BOLOS;;Outros;*;*;;*;*;*;*;;;0;0;36.293.507/0001-28;RUA PASCHOAL DECRESCENZO, 1069;JARDIM ITAPEMA;Pinheirinho;15045-333;INDIVIDUAL;03/02/5611;
